receipt_id,store_id,product_id,sale_date,qty,unit_price,discount_pct
R2522564,3,1044,30/03/2025,6,130.0,0.0
R2529560,4,1088,2025-11-28,1,₹40,0.0
R2503276,2,1032,2025-03-16,2,66.0,0.0
R2508606,1,1031,30/04/2025,4,33.0,0.0
R2507078,4,1025,2025-04-17,6,46.0,0.0
R2504208,4,1058,2025-12-05,1,114.0,0.0
R2518842,3,1086,2025-11-11,1,66.0,0.0
R2534821,2,1085,06/09/2025,6,114.0,0.0
R2530312,3,1076,2025-08-30,2,67.0,0.0
R2533790,2,1084,23/05/2025,3,112.0,0.0
R2526249,5,1113,2025-03-06,4,107.0,0.0
R2530444,5,1094,2025-01-02,2,52.0,0.0
R2532847,4,1094,2025-11-19,4,52.0,0.0
R2533925,3,1094,06/03/2025,1,₹52,0.0
R2529211,1,1024,2025-06-06,3,88.0,0.0
R2517708,2,1051,04/03/2025,1,₹130,0.0
R2509992,2,1032,2025-12-17,2,66.0,0.0
R2532951,4,1094,2025-09-19,2,52.0,0.0
R2534649,5,1088,2025-03-27,2,40.0,0.0
R2508017,1,1017,2025-03-02,1,111.0,0.0
R2512051,4,1044,2025-05-21,6,130.0,0.0
R2532618,3,1076,2025-12-14,6,67.0,0.0
R2536309,2,1001,2025-02-17,6,36.0,0.0
R2517582,4,1073,2025-07-22,3,22.0,0.0
R2530677,3,1073,2025-09-28,2,22.0,0.0
R2508796,5,1091,2025-11-14,2,117.0,0.0
R2513560,4,1084,20/10/2025,4,112.0,0.0
R2521812,4,1004,2025-08-30,6,66.0,0.0
R2530167,3,1076,2025-04-21,3,67.0,0.0
R2531163,4,1086,2025-02-06,4,66.0,0.0
R2501431,1,1071,2025-12-13,1,79.0,0.0
R2516400,4,1044,2025-04-08,3,₹130,0.0
R2503520,2,1077,05/06/2025,3,32.0,0.0
R2518329,1,1077,05/06/2025,2,32.0,0.0
R2530818,1,1014,2025-06-29,2,49.0,0.0
R2504586,2,1094,2025-05-06,6,52.0,0.0
R2539771,1,1017,2025-01-03,4,111.0,0.0
R2504763,3,1033,2025-05-02,6,321.0,0.0
R2534694,5,1101,01/07/2025,1,368.0,0.0
R2506859,4,1074,2025-03-23,1,78.0,0.0
R2502710,3,1104,2025-04-26,4,209.0,0.0
R2508480,2,1073,2025-07-06,1,22.0,0.0
R2517925,3,1113,02/01/2025,3,107.0,0.0
R2527734,2,1067,2025-01-10,1,44.0,0.0
R2511129,2,1074,2025-08-02,6,78.0,0.0
R2519896,2,1036,20/12/2025,2,175.0,0.0
R2536752,3,1032,2025-09-27,2,66.0,0.0
R2538924,5,1033,2025-07-27,2,321.0,0.0
R2526464,4,1079,12/04/2025,1,26.0,0.0
R2512710,4,1023,2025-10-07,1,46.0,0.0
R2535855,5,1032,10/05/2025,1,66.0,0.0
R2520272,1,1073,2025-05-10,3,22.0,0.0
R2517420,4,1111,2025-03-26,6,₹234,0.0
R2512860,4,1094,2025-11-07,2,52.0,0.0
R2539376,2,1044,2025-11-20,2,130.0,0.0
R2531711,5,1093,2025-10-13,1,42.0,0.0
R2519349,3,1066,2025-12-14,2,78.0,0.0
R2526917,3,1098,2025-06-15,2,₹90,0.0
R2522975,1,1053,08/11/2025,1,248.0,0.0
R2508192,4,1048,2025-08-02,2,283.0,0.0
R2518986,5,1009,2025-07-12,1,111.0,0.0
R2513305,1,1077,2025-12-21,3,32.0,0.0
R2522021,4,1059,2025-12-11,1,303.0,0.0
R2511098,1,1044,2025-06-07,3,130.0,0.0
R2537388,3,1113,2025-01-06,4,107.0,0.0
R2532310,3,1094,2025-11-03,2,52.0,0.0
R2539996,1,1094,2025-11-22,3,52.0,0.0
R2538779,1,1036,2025-09-21,2,175.0,0.0
R2526545,5,1066,2025-08-03,2,₹78,0.0
R2504914,4,1073,16/10/2025,6,22.0,0.0
R2502643,5,1094,2025-09-27,1,52.0,0.0
R2510715,5,1077,2025-05-22,1,32.0,0.0
R2537093,4,1017,2025-05-28,3,111.0,0.0
R2509431,4,1092,2025-11-02,6,72.0,0.0
R2506770,1,1032,2025-10-03,1,66.0,0.0
R2536746,1,1017,2025-02-12,1,111.0,0.0
R2533507,2,1017,2025-03-27,3,111.0,0.0
R2501807,2,1104,2025-01-14,1,209.0,0.0
R2512264,1,1046,19/12/2025,2,292.0,0.0
R2506173,3,1094,05/01/2025,2,₹52,0.0
R2533276,4,1116,25/03/2025,1,313.0,0.0
R2531421,2,1082,2025-07-06,6,66.0,0.0
R2537843,2,1094,21/02/2025,1,52.0,0.0
R2514222,4,1061,2025-09-21,1,313.0,0.0
R2529406,3,1046,2025-06-07,3,292.0,0.0
R2528096,2,1041,2025-09-22,2,274.0,0.0
R2524419,4,1017,2025-09-07,1,111.0,0.0
R2512548,2,1029,2025-06-17,6,72.0,0.0
R2507993,4,1028,2025-04-25,3,68.0,0.0
R2530483,2,1076,18/07/2025,1,67.0,0.0
R2533431,4,1094,17/07/2025,1,52.0,0.0
R2537978,2,1077,2025-01-03,2,32.0,0.0
R2535179,4,1017,2025-11-12,2,111.0,0.0
R2515985,3,1051,2025-02-21,2,130.0,0.0
R2525177,4,1032,2025-10-13,4,66.0,0.0
R2506126,4,1023,2025-11-26,4,46.0,0.0
R2516500,3,1084,2025-05-18,4,112.0,0.0
R2518524,3,1048,2025-09-13,1,283.0,0.0
R2514416,4,1073,27/07/2025,1,22.0,0.0
R2507473,2,1079,2025-05-12,4,₹26,0.0
R2537976,3,1046,2025-05-16,2,292.0,0.0
R2500102,4,1046,2025-02-05,6,₹292,0.0
R2510130,3,1017,05/08/2025,4,111.0,0.0
R2510230,4,1017,18/08/2025,2,111.0,0.0
R2534901,2,1073,08/01/2025,1,₹22,0.0
R2510465,2,1113,2025-06-12,2,107.0,0.0
R2524956,4,1044,2025-09-14,1,130.0,0.0
R2507850,3,1013,29/09/2025,2,119.0,0.0
R2533475,2,1066,2025-01-01,3,78.0,0.0
R2519596,2,1012,2025-07-11,1,46.0,0.0
R2520718,3,1053,2025-10-11,6,248.0,
R2524601,3,1109,03/04/2025,2,352.0,0.0
R2505968,3,1044,01/11/2025,4,130.0,0.0
R2509353,5,1086,2025-01-30,4,66.0,0.0
R2532660,1,1048,2025-05-28,3,283.0,0.0
R2524651,1,1032,2025-11-09,6,66.0,0.0
R2535759,3,1001,2025-01-01,2,36.0,0.0
R2514390,3,1086,26/12/2025,1,66.0,0.0
R2514648,1,1094,2025-12-08,1,52.0,0.0
R2502352,3,1073,2025-03-24,1,22.0,0.0
R2524377,4,1024,2025-12-10,2,88.0,0.0
R2519448,5,1014,2025-12-06,1,49.0,0.0
R2512350,5,1074,2025-05-18,4,₹78,0.0
R2535086,2,1032,2025-02-15,3,66.0,0.0
R2515273,4,1014,2025-03-12,1,49.0,0.0
R2516420,3,1088,24/11/2025,2,40.0,0.0
R2520693,1,1076,2025-05-31,6,67.0,0.0
R2514019,1,1017,04/10/2025,2,111.0,0.0
R2516812,4,1017,2025-06-07,1,111.0,0.0
R2532078,4,1017,2025-03-25,6,111.0,0.0
R2511462,1,1044,2025-08-24,6,130.0,0.0
R2522808,5,1094,2025-08-17,4,52.0,0.0
R2501845,3,1055,2025-12-20,4,320.0,0.0
R2507766,5,1094,2025-06-06,1,52.0,0.0
R2536521,1,1023,2025-07-26,1,46.0,0.0
R2502134,3,1087,2025-03-18,2,99.0,0.0
R2509991,1,1051,2025-02-08,1,130.0,0.0
R2509284,1,1049,22/11/2025,1,₹348,0.0
R2538530,2,1094,2025-11-02,2,52.0,0.0
R2525882,2,1065,2025-07-04,2,29.0,0.0
R2534569,4,1032,28/11/2025,2,66.0,0.0
R2525017,1,1074,2025-10-21,2,78.0,0.0
R2509734,4,1113,2025-01-24,2,107.0,0.0
R2509541,3,1032,2025-05-24,1,66.0,0.0
R2538160,1,1012,2025-11-14,1,46.0,0.0
R2533691,5,1079,2025-04-21,1,26.0,0.0
R2511186,1,1108,2025-02-16,1,135.0,0.0
R2515888,4,1077,2025-09-10,6,32.0,0.0
R2529511,5,1077,2025-03-12,2,32.0,0.0
R2502044,3,1094,2025-05-12,6,52.0,0.0
R2504736,4,1107,2025-04-03,2,337.0,0.0
R2501036,2,1017,10/06/2025,4,111.0,0.0
R2526438,2,1104,2025-09-17,3,209.0,0.0
R2523037,2,1086,2025-02-13,1,66.0,0.0
R2533146,4,1107,2025-11-21,1,₹337,0.0
R2525204,3,1094,2025-07-06,1,52.0,0.0
R2525726,5,1053,19/04/2025,2,248.0,0.0
R2539665,1,1113,2025-10-29,2,107.0,0.0
R2518082,4,1017,10/10/2025,2,111.0,0.0
R2524142,5,1094,2025-02-01,1,52.0,0.0
R2511808,2,1116,2025-05-09,4,313.0,0.0
R2533524,3,1058,2025-08-29,1,114.0,0.0
R2532385,1,1004,2025-08-01,4,66.0,0.0
R2519273,3,1094,2025-11-20,3,52.0,0.0
R2527822,5,1086,2025-11-06,4,66.0,0.0
R2509497,2,1076,18/03/2025,2,67.0,0.0
R2533142,2,1114,2025-01-25,1,89.0,0.0
R2516930,5,1017,22/06/2025,1,111.0,0.0
R2502975,4,1099,2025-02-04,1,163.0,0.0
R2515665,1,1061,2025-10-18,2,313.0,0.0
R2524760,5,1112,2025-11-16,1,151.0,0.0
R2518738,4,1060,2025-08-17,1,145.0,0.0
R2536589,2,1026,2025-02-21,1,83.0,0.0
R2528224,2,1012,2025-07-20,4,46.0,0.0
R2525895,4,1017,2025-01-23,1,111.0,0.0
R2504357,4,1083,2025-10-22,1,61.0,0.0
R2510181,1,1017,2025-09-18,2,111.0,0.0
R2522428,1,1094,2025-07-20,2,52.0,0.0
R2506062,4,1053,2025-10-30,2,248.0,
R2517087,2,1076,2025-04-20,3,67.0,0.0
R2530676,3,1033,13/11/2025,4,321.0,0.0
R2529333,1,1077,2025-03-11,3,32.0,0.0
R2535788,5,1077,2025-08-20,1,32.0,0.0
R2524882,1,1094,30/03/2025,1,52.0,0.0
R2512159,3,1092,2025-11-04,3,72.0,0.0
R2500346,2,1100,2025-06-20,1,327.0,0.0
R2528994,3,1076,2025-02-16,3,67.0,0.0
R2504742,2,1031,2025-03-26,2,₹33,0.0
R2529624,5,1074,2025-08-24,4,78.0,0.0
R2510431,2,1113,2025-06-28,1,107.0,0.0
R2514121,3,1066,25/07/2025,3,78.0,0.0
R2510078,4,1035,2025-05-21,4,229.0,0.0
R2505135,2,1110,2025-05-31,6,385.0,0.0
R2529964,4,1110,2025-03-08,1,385.0,0.0
R2527846,4,1083,03/06/2025,2,61.0,0.0
R2530140,1,1035,2025-11-28,2,229.0,0.0
R2510082,4,1077,2025-03-24,2,32.0,0.0
R2532805,2,1086,2025-10-30,1,66.0,0.0
R2519353,3,1044,2025-01-04,4,130.0,0.0
R2522259,5,1053,13/09/2025,2,248.0,0.0
R2500604,4,1076,2025-11-06,4,67.0,0.0
R2506206,1,1060,2025-09-15,1,145.0,0.0
R2501746,3,1017,28/04/2025,4,111.0,0.0
R2526441,4,1094,2025-05-03,1,52.0,0.0
R2507090,4,1077,2025-10-20,4,32.0,0.0
R2503147,5,1023,2025-02-14,1,46.0,0.0
R2504391,4,1034,2025-07-26,1,202.0,0.0
R2507229,4,1094,2025-03-02,3,52.0,0.0
R2515612,5,1067,2025-04-06,1,44.0,0.0
R2517875,2,1046,2025-07-05,1,292.0,0.0
R2538576,4,1076,2025-01-07,4,67.0,0.0
R2522828,2,1060,2025-11-30,1,145.0,0.0
R2519970,2,1090,2025-08-10,1,70.0,0.0
R2501549,4,1086,2025-04-06,1,66.0,0.0
R2503820,5,1014,2025-05-09,6,49.0,0.0
R2506443,4,1017,13/12/2025,1,₹111,0.0
R2500699,5,1087,2025-10-12,1,99.0,0.0
R2511798,2,1031,2025-12-13,1,33.0,0.0
R2513096,3,1046,2025-06-06,4,292.0,0.0
R2505797,4,1063,2025-08-08,3,76.0,0.0
R2534698,5,1076,2025-07-19,1,67.0,0.0
R2523744,4,1046,2025-04-20,2,292.0,0.0
R2532926,1,1094,2025-03-20,2,52.0,0.0
